seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	V11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	SYMBOL
chr12	110868627	110869746	1120	*	1121	*	5.47	5.98	4.02	1.96	0.000662	0.00577	Distal Intergenic	12	110872706	110888158	15453	2	10094	uc001tqq.3	18412	ARPC3
chr17	65289682	65290326	645	*	646	*	4.44	5	2.66	2.34	0.000663	0.00577	Distal Intergenic	17	65196732	65241319	44588	2	9931	uc010des.1	-48363	HELZ
chr11	74640354	74641308	955	*	956	*	4.33	4.91	2.32	2.59	0.000664	0.00577	Intron (uc001ovm.2/143570, intron 5 of 13)	11	74551955	74656130	104176	2	143570	uc001ovo.3	14822	XRRA1
chr6	13909042	13909705	664	*	665	*	3.24	3.93	-0.26	4.19	0.000664	0.00577	Distal Intergenic	6	13924677	13980240	55564	1	221687	uc021ylw.1	-14972	RNF182
chr12	124389679	124390859	1181	*	1182	*	4.39	4.96	2.5	2.46	0.000664	0.00577	Intron (uc001uft.4/196385, intron 56 of 77)	12	124409597	124420267	10671	1	196385	uc001ufu.4	-18738	DNAH10
chr11	34194538	34196737	2200	*	2201	*	7.17	7.65	5.89	1.77	0.000664	0.00577	Exon (uc001mvl.2/25841, exon 4 of 17)	11	34127111	34168458	41348	1	55226	uc010ren.2	67427	NAT10
chrX	47503248	47504594	1347	*	1348	*	4.43	4.99	2.59	2.4	0.000664	0.00578	Intron (uc004dik.5/2002, intron 2 of 6)	23	47494919	47510003	15085	2	2002	uc004dik.5	5409	ELK1
chr16	75144550	75146185	1636	*	1637	*	5.89	6.43	4.24	2.19	0.000664	0.00578	3' UTR	16	75145758	75150670	4913	2	197257	uc002fdm.3	4485	LDHD
chr20	32503397	32504162	766	*	767	*	4.6	5.16	2.81	2.35	0.000666	0.00579	Distal Intergenic	20	32581458	32661841	80384	1	22913	uc010zui.2	-77296	RALY
chr22	37824718	37825597	880	*	881	*	4.75	5.31	2.94	2.37	0.000667	0.00579	Distal Intergenic	22	37764000	37823505	59506	2	114794	uc003asq.4	-1213	ELFN2
chr22	35985258	35985850	593	*	594	*	3.36	4.02	0.42	3.6	0.000667	0.00579	Distal Intergenic	22	36002811	36013384	10574	2	4151	uc003anz.3	27534	MB
chr1	208058251	208059502	1252	*	1253	*	5.4	5.95	3.7	2.24	0.000668	0.0058	Distal Intergenic	1	208059883	208063837	3955	2	947	uc001hgv.1	4335	CD34
chr2	74814224	74815500	1277	*	1278	*	4.92	5.46	3.3	2.16	0.000669	0.0058	Intron (uc002smy.3/130951, intron 4 of 10)	2	74785010	74803745	18736	2	130951	uc010ffp.3	-10479	M1AP
chr2	201958292	201958920	629	*	630	*	3.61	4.24	1.12	3.12	0.000669	0.0058	Distal Intergenic	2	201936462	201950473	14012	1	4709	uc031rqp.1	21830	NDUFB3
chr15	85874125	85874863	739	*	740	*	3.31	3.98	0.22	3.76	0.000669	0.0058	Distal Intergenic	15	85923847	86080227	156381	1	11214	uc002bls.4	-48984	AKAP13
chr3	41012605	41014069	1465	*	1466	*	4.94	5.5	3.14	2.36	0.000669	0.0058	Distal Intergenic	3	41236401	41280845	44445	1	1499	uc010hia.1	-222332	CTNNB1
chr9	127536494	127537447	954	*	955	*	4.69	5.24	2.97	2.27	0.000669	0.0058	Distal Intergenic	9	127539437	127566621	27185	1	169611	uc010mwr.1	-1990	OLFML2A
chr12	34371286	34371767	482	*	483	*	3.55	4.2	0.88	3.32	0.00067	0.0058	Distal Intergenic	12	34175216	34181236	6021	1	84920	uc001rlm.3	196070	ALG10
chr1	55137604	55138100	497	*	498	*	3.79	4.4	1.59	2.82	0.000671	0.00581	Intron (uc010ooc.1/374977, intron 5 of 14)	1	55148329	55175939	27611	1	374977	uc009vzr.1	-10229	MROH7
chr14	89770114	89770743	630	*	631	*	3.32	3.98	0.42	3.57	0.000671	0.00581	Intron (uc001xxn.4/1112, intron 3 of 5)	14	89622516	89883454	260939	2	1112	uc001xxn.4	112711	FOXN3
chr1	22290112	22291086	975	*	976	*	4.72	5.27	2.94	2.33	0.000674	0.00583	Distal Intergenic	1	22303418	22315847	12430	1	23436	uc001bfk.3	-12332	CELA3B
chr20	23648801	23649482	682	*	683	*	3.64	4.26	1.22	3.04	0.000674	0.00583	Distal Intergenic	20	23666277	23669662	3386	2	1472	uc002wto.1	20180	CST4
chr11	121460690	121462868	2179	*	2180	*	5.34	5.86	3.81	2.05	0.000674	0.00583	Promoter	11	121461128	121504471	43344	1	6653	uc010rzq.1	0	SORL1
chr5	62074517	62075173	657	*	658	*	3.34	4.03	-0.26	4.29	0.000674	0.00583	Distal Intergenic	5	61874562	61924416	49855	1	101180901	uc003jte.3	199955	IPO11-LRRC70
chr9	138755830	138757234	1405	*	1406	*	5.42	5.95	3.84	2.11	0.000675	0.00583	Exon (uc004cgq.4/157922, exon 4 of 17)	9	138700333	138774924	74592	2	157922	uc004cgq.4	17690	CAMSAP1
chr3	171869642	171871799	2158	*	2159	*	5.46	5.98	3.94	2.04	0.000675	0.00583	Intron (uc003fhx.3/64778, intron 3 of 3)	3	171851261	172056104	204844	1	64778	uc003fia.3	18381	FNDC3B
chr4	89139922	89141123	1202	*	1203	*	4.69	5.25	2.91	2.34	0.000675	0.00583	Intron (uc003hrh.3/9429, intron 1 of 15)	4	89011416	89152474	141059	2	9429	uc003hrh.3	11351	ABCG2
chr21	44558953	44559523	571	*	572	*	3.4	4.05	0.59	3.46	0.000676	0.00583	Distal Intergenic	21	44589141	44592913	3773	1	1409	uc002zdd.1	-29618	CRYAA
chr1	44760169	44760800	632	*	633	*	3.4	4.06	0.42	3.65	0.000676	0.00583	Intron (uc010okv.2/79033, intron 4 of 6)	1	44686742	44818597	131856	2	79033	uc010okv.2	57797	ERI3
chr2	223313481	223314379	899	*	900	*	4.07	4.68	1.74	2.95	0.000676	0.00583	Intron (uc010zlo.2/130367, intron 1 of 4)	2	223289322	223423617	134296	1	130367	uc010zlp.2	24159	SGPP2
chr8	142356260	142357815	1556	*	1557	*	6.76	7.26	5.38	1.89	0.000676	0.00583	Distal Intergenic	8	142350648	142354720	4073	1	731779	uc003ywe.3	5612	LINC01300
chr7	128067031	128067990	960	*	961	*	5.05	5.63	3.12	2.51	0.000676	0.00583	Distal Intergenic	7	128032331	128050036	17706	2	3614	uc011kon.1	-16995	IMPDH1
chr1	185528775	185529471	697	*	698	*	3.66	4.31	0.88	3.44	0.000677	0.00583	Intron (uc001gro.3/uc001gro.3, intron 3 of 3)	1	185703683	186160085	456403	1	83872	uc001grq.1	-174212	HMCN1
chr16	57610095	57610965	871	*	872	*	4.7	5.25	3	2.25	0.000678	0.00584	3' UTR	16	57576601	57611100	34500	1	221188	uc002ely.3	33494	ADGRG5
chr16	89859235	89860443	1209	*	1210	*	4.75	5.28	3.12	2.17	0.000679	0.00585	Intron (uc002fou.1/2175, intron 11 of 42)	16	89803959	89883065	79107	2	2175	uc002fou.1	22622	FANCA
chr9	92078548	92079121	574	*	575	*	3.23	3.92	-0.26	4.18	0.000679	0.00585	Intron (uc011ltm.1/10507, intron 1 of 20)	9	91975706	92094611	118906	2	10507	uc011ltm.1	15490	SEMA4D
chr10	35528912	35529752	841	*	842	*	4.81	5.38	2.88	2.51	0.000681	0.00586	Distal Intergenic	10	35535953	35860847	324895	1	219771	uc001iyu.4	-6201	CCNY
chr7	90181395	90182446	1052	*	1053	*	4.05	4.63	2.06	2.57	0.000681	0.00586	Intron (uc003ukt.1/5218, intron 3 of 7)	7	90193049	90419967	226919	1	5218	uc003uku.1	-10603	CDK14
chr1	56991152	56991643	492	*	493	*	3.63	4.28	0.87	3.4	0.000682	0.00586	Intron (uc001cyj.2/8613, intron 2 of 5)	1	56960419	57045257	84839	2	8613	uc001cyj.2	53614	PLPP3
chr7	139703566	139704146	581	*	582	*	3.42	4.06	0.74	3.33	0.000682	0.00586	Intron (uc003vvh.3/6916, intron 13 of 16)	7	139723549	139763521	39973	2	64761	uc003vvl.1	59375	PARP12
chr12	4146526	4147541	1016	*	1017	*	4.53	5.08	2.77	2.31	0.000683	0.00587	Distal Intergenic	12	3918027	3982608	64582	2	57097	uc009zef.2	-163918	PARP11
chr2	113838939	113839659	721	*	722	*	3.4	4.06	0.59	3.47	0.000683	0.00587	Distal Intergenic	2	113832116	113833427	1312	1	84639	uc002tiw.3	6823	IL1F10
chr5	40879204	40880180	977	*	978	*	4.23	4.83	2.12	2.71	0.000685	0.00588	Distal Intergenic	5	40909599	40980011	70413	1	730	uc011cpn.1	-29419	C7
chr10	76025631	76026429	799	*	800	*	4.76	5.31	3	2.31	0.000685	0.00588	Intron (uc001jwi.3/132, intron 3 of 10)	10	75936247	76469061	532815	1	132	uc010qlc.2	89384	ADK
chr9	6354009	6354649	641	*	642	*	3.68	4.33	0.88	3.46	0.000686	0.00588	Distal Intergenic	9	6328349	6331900	3552	1	89882	uc003zjx.2	25660	TPD52L3
chr22	37362975	37363635	661	*	662	*	3.95	4.54	1.88	2.66	0.000688	0.0059	Exon (uc021woq.1/100506241, exon 3 of 4)	22	37361289	37364213	2925	1	100506241	uc021woq.1	1686	LL22NC01-81G9.3
chr16	46835111	46835799	689	*	690	*	4.36	4.94	2.42	2.52	0.000689	0.0059	Distal Intergenic	16	46835959	46865074	29116	2	388272	uc002eek.1	29275	C16orf87
chr4	88014456	88015309	854	*	855	*	4.29	4.87	2.32	2.55	0.000689	0.00591	Intron (uc011ccy.2/4299, intron 6 of 7)	4	87928153	88062206	134054	1	4299	uc011cda.2	86303	AFF1
chr16	27378913	27380378	1466	*	1467	*	6.22	6.69	4.93	1.76	0.000691	0.00592	Distal Intergenic	16	27413483	27463363	49881	1	50615	uc002doq.2	-33105	IL21R
chr12	106617751	106618527	777	*	778	*	4.05	4.66	1.81	2.85	0.000692	0.00592	Distal Intergenic	12	106631659	106641713	10055	2	10970	uc001tlk.3	23186	CKAP4
chr1	48702318	48703000	683	*	684	*	3.64	4.27	1.22	3.04	0.000694	0.00594	Intron (uc010oms.1/200010, intron 9 of 9)	1	48704994	48714316	9323	1	200010	uc009vyt.1	-1994	SLC5A9
chr6	39277332	39278210	879	*	880	*	4.4	5	2.27	2.72	0.000695	0.00594	Intron (uc003ooo.3/89822, intron 2 of 4)	6	39266777	39282237	15461	2	89822	uc003ooo.3	4027	KCNK17
chr1	65289381	65290676	1296	*	1297	*	5.07	5.6	3.46	2.14	0.000695	0.00594	Intron (uc001dbs.2/55225, intron 11 of 11)	1	65298906	65311323	12418	2	3716	uc009wal.1	20647	JAK1
chr11	8246614	8248101	1488	*	1489	*	5.79	6.28	4.46	1.82	7e-04	0.00598	Intron (uc001mgg.2/4004, intron 3 of 3)	11	8245851	8285425	39575	2	4004	uc001mgg.2	37324	LMO1
chr18	24201222	24202221	1000	*	1001	*	4.49	5.06	2.55	2.52	0.000701	0.00598	Intron (uc010xbk.3/284252, intron 2 of 5)	18	24034874	24220308	185435	2	284252	uc010xbk.3	18087	KCTD1
chr10	94276536	94277593	1058	*	1059	*	4.67	5.25	2.74	2.51	0.000702	0.006	Intron (uc001kia.3/3416, intron 4 of 24)	10	94211441	94257518	46078	2	3416	uc010qnp.2	-19018	IDE
chr9	90299495	90300188	694	*	695	*	3.88	4.48	1.74	2.74	0.000703	0.006	Intron (uc004apc.3/1612, intron 20 of 25)	9	90261740	90297915	36176	1	1612	uc004apf.1	37755	DAPK1
chr19	4732261	4733234	974	*	975	*	4.95	5.5	3.2	2.3	0.000703	0.006	Distal Intergenic	19	4675244	4723855	48612	2	91039	uc002mba.3	-8406	DPP9
chr3	172194988	172195623	636	*	637	*	3.21	3.9	-0.26	4.16	0.000703	0.006	Distal Intergenic	3	172165333	172166246	914	2	2693	uc011bpv.2	-28742	GHSR
chr7	140003834	140005527	1694	*	1695	*	5.56	6.09	3.95	2.14	0.000704	0.006	Distal Intergenic	7	140033552	140098311	64760	2	84255	uc003vvo.3	92784	SLC37A3
chr14	102562853	102563593	741	*	742	*	3.91	4.51	1.81	2.7	0.000705	0.006	Intron (uc001ykv.4/3320, intron 2 of 11)	14	102547075	102553512	6438	2	3320	uc001yku.4	-9341	HSP90AA1
chr7	66193496	66194070	575	*	576	*	5.68	6.3	3.35	2.95	0.000705	0.006	Intron (uc003tvf.3/27342, intron 3 of 12)	7	66204983	66276448	71466	1	27342	uc003tvh.3	-10913	RABGEF1
chr6	138430288	138430947	660	*	661	*	3.67	4.29	1.22	3.07	0.000706	0.006	Distal Intergenic	6	138409642	138428660	19019	2	64065	uc003qht.2	-1628	PERP
chr5	98367943	98368903	961	*	962	*	4.44	5.01	2.54	2.47	0.000706	0.006	Distal Intergenic	5	98264838	98266713	1876	1	100289230	uc021ybw.1	103105	LOC100289230
chr9	20884826	20885608	783	*	784	*	4.26	4.83	2.32	2.51	0.000706	0.006	Exon (uc003zog.1/54914, exon 23 of 46)	9	20820293	20995954	175662	1	54914	uc003zoh.1	64533	FOCAD
chr9	5451664	5452874	1211	*	1212	*	4.95	5.5	3.22	2.28	0.000706	0.006	Intron (uc011lmb.2/29126, intron 1 of 5)	9	5450503	5470567	20065	1	29126	uc010mhn.4	1161	CD274
chr13	46085485	46086206	722	*	723	*	3.66	4.29	1.22	3.07	0.000706	0.006	Exon (uc001vak.3/83548, exon 16 of 23)	13	46050336	46110833	60498	1	83548	uc010aci.3	35149	COG3
chr2	201770392	201770871	480	*	481	*	3.81	4.42	1.5	2.92	0.000707	0.006	Distal Intergenic	2	201756641	201768655	12015	1	60491	uc002uwq.2	13751	NIF3L1
chr5	35815341	35816023	683	*	684	*	3.21	3.89	-0.26	4.15	0.000708	0.00601	Distal Intergenic	5	35856977	35875824	18848	1	3575	uc011coo.3	-40954	IL7R
chr22	32924514	32925676	1163	*	1164	*	5.04	5.59	3.35	2.24	0.000708	0.00601	Promoter	22	32914030	32926204	12175	2	8224	uc011amc.1	528	SYN3
chr7	35663807	35664560	754	*	755	*	3.61	4.26	0.88	3.38	0.000708	0.00601	Distal Intergenic	7	35672270	35734745	62476	2	64224	uc003tet.3	70185	HERPUD2
chr2	192555338	192556516	1179	*	1180	*	4.61	5.17	2.77	2.4	0.000708	0.00601	Distal Intergenic	2	192548212	192553248	5037	1	64859	uc021vug.1	7126	NABP1
chr9	90078684	90079424	741	*	742	*	3.93	4.54	1.66	2.88	0.000709	0.00601	Distal Intergenic	9	90112658	90323549	210892	1	1612	uc004apc.3	-33234	DAPK1
chr7	30279329	30280425	1097	*	1098	*	4.43	5.03	2.27	2.76	0.000711	0.00602	Distal Intergenic	7	30323923	30407308	83386	1	223082	uc003tat.3	-43498	ZNRF2
chr7	41982317	41983404	1088	*	1089	*	4.85	5.38	3.25	2.13	0.000712	0.00603	Distal Intergenic	7	42000548	42192052	191505	2	2737	uc011kbg.2	208648	GLI3
chr13	47125449	47126210	762	*	763	*	4.52	5.09	2.66	2.43	0.000714	0.00605	Distal Intergenic	13	47127296	47279755	152460	1	23143	uc010acp.2	-1086	LRCH1
chr1	186643645	186645451	1807	*	1808	*	4.65	5.21	2.84	2.37	0.000715	0.00605	Exon (uc001gsb.3/5743, exon 8 of 10)	1	186640944	186649559	8616	2	5743	uc001gsb.3	4108	PTGS2
chr3	193688090	193689938	1849	*	1850	*	4.66	5.21	2.91	2.3	0.000717	0.00606	Intron (uc021xiw.1/647323, intron 1 of 2)	3	193710883	193712027	1145	2	100128023	uc011bss.2	22089	DPPA2P3
chr1	60164486	60165531	1046	*	1047	*	4.78	5.36	2.91	2.45	0.000717	0.00607	Exon (uc001czh.2/55277, exon 17 of 17)	1	60198899	60198968	70	2	100616409	uc021oob.1	33437	MIR4711
chr12	117462812	117464052	1241	*	1242	*	5.3	5.81	3.84	1.97	0.000717	0.00607	Intron (uc001twf.1/26259, intron 9 of 10)	12	117476728	117537251	60524	2	54997	uc001twh.3	73199	TESC
chr12	111264095	111264991	897	*	898	*	4.5	5.07	2.66	2.41	0.000719	0.00607	Distal Intergenic	12	111284811	111319100	34290	1	160762	uc009zvt.1	-19820	CCDC63
chr2	71098099	71099198	1100	*	1101	*	5.56	6.08	4.06	2.02	0.00072	0.00608	Distal Intergenic	2	71127720	71160575	32856	1	25806	uc002shh.3	-28522	VAX2
chr9	80366258	80366798	541	*	542	*	3.39	4.04	0.59	3.46	0.00072	0.00608	Intron (uc011lso.2/2776, intron 4 of 5)	9	80335191	80437915	102725	2	2776	uc011lso.2	71117	GNAQ
chr6	14712701	14713923	1223	*	1224	*	4.27	4.86	2.22	2.64	0.00072	0.00608	Distal Intergenic	6	15245734	15497401	251668	1	3720	uc011diu.1	-531811	JARID2
chr18	43622593	43623333	741	*	742	*	3.76	4.39	1.32	3.07	0.00072	0.00608	Intron (uc002lbp.4/9050, intron 1 of 14)	18	43563502	43652250	88749	2	9050	uc002lbp.4	28917	PSTPIP2
chr8	133887502	133889402	1901	*	1902	*	5.89	6.43	4.2	2.24	0.000721	0.00608	Intron (uc003ytw.3/7038, intron 5 of 47)	8	133879205	134147143	267939	1	7038	uc003ytw.3	8297	TG
chr10	101152106	101152812	707	*	708	*	4.39	4.95	2.59	2.37	0.000722	0.00609	3' UTR	10	101119335	101154087	34753	1	26507	uc009xwg.3	32771	CNNM1
chr18	3703349	3704675	1327	*	1328	*	5.19	5.72	3.63	2.09	0.000722	0.00609	Intron (uc002kme.2/9229, intron 4 of 9)	18	3594112	3597377	3266	1	649446	uc010wza.3	109237	DLGAP1-AS1
chr12	102273554	102274494	941	*	942	*	4.58	5.17	2.46	2.71	0.000723	0.00609	Intron (uc001tix.3/55332, intron 1 of 6)	12	102271105	102317401	46297	1	55332	uc010svv.2	2449	DRAM1
chr12	122119543	122120601	1059	*	1060	*	5.54	6.06	4.06	2	0.000724	0.0061	Distal Intergenic	12	122089293	122110537	21245	2	283385	uc001uay.3	-9006	MORN3
chr6	2897931	2898502	572	*	573	*	3.49	4.13	0.87	3.25	0.000725	0.0061	Intron (uc003mue.3/uc003mue.3, intron 2 of 4)	6	2899247	2900910	1664	2	5272	uc003muh.3	2408	SERPINB9
chr15	38982287	38983344	1058	*	1059	*	4.23	4.81	2.27	2.54	0.000725	0.00611	Distal Intergenic	15	38988799	38992239	3441	1	400359	uc001zkf.1	-5455	LINC02694
chr1	22587285	22587855	571	*	572	*	4.82	5.48	1.94	3.53	0.000726	0.00611	Distal Intergenic	1	22443798	22470385	26588	2	54361	uc010odt.2	-116900	WNT4
chr1	26471415	26472832	1418	*	1419	*	5.46	5.97	4.02	1.96	0.000727	0.00611	Distal Intergenic	1	26485511	26489119	3609	1	79927	uc001blk.3	-12679	FAM110D
chr12	93491590	93492399	810	*	811	*	4.35	4.95	2.27	2.67	0.000727	0.00611	Intron (uc021rbu.1/643339, intron 3 of 4)	12	93166285	93323107	156823	2	8411	uc001tck.3	-168483	EEA1
chr7	90242614	90243096	483	*	484	*	3.52	4.18	0.59	3.59	0.000727	0.00611	Intron (uc003ukt.1/5218, intron 5 of 7)	7	90225720	90839904	614185	1	5218	uc003uky.2	16894	CDK14
chr9	123239499	123240263	765	*	766	*	3.58	4.24	0.59	3.65	0.000728	0.00611	5' UTR	9	123151147	123234156	83010	2	55755	uc004bke.3	-5343	CDK5RAP2
chr9	101762694	101763443	750	*	751	*	4.18	4.76	2.22	2.54	0.000728	0.00611	Exon (uc004azb.2/1306, exon 7 of 42)	9	101705995	101833074	127080	1	1306	uc004azb.2	56699	COL15A1
chr1	6949707	6950439	733	*	734	*	3.38	4.03	0.59	3.44	0.000728	0.00611	Intron (uc001aoi.3/23261, intron 3 of 22)	1	6845384	7829766	984383	1	23261	uc001aoi.3	104323	CAMTA1
chr7	37872526	37873691	1166	*	1167	*	5.04	5.58	3.35	2.24	0.000728	0.00611	Exon (uc003tfl.3/uc003tfl.3, exon 4 of 4)	7	37888199	37940002	51804	1	51314	uc003tfn.3	-14508	NME8
chr1	1837479	1838218	740	*	741	*	4.83	5.38	3.06	2.32	0.00073	0.00612	Distal Intergenic	1	1846266	1848733	2468	1	163688	uc001aih.1	-8048	CALML6
chr1	232001750	232003119	1370	*	1371	*	4.19	4.8	1.94	2.86	0.000731	0.00613	3' UTR	1	231950372	231954263	3892	2	27184	uc001hvd.3	-47487	DISC2
chr20	1417290	1418394	1105	*	1106	*	5.44	5.96	3.94	2.02	0.000731	0.00613	Distal Intergenic	20	1422807	1448337	25531	2	55968	uc002wfc.3	29943	NSFL1C
chr4	122173245	122174072	828	*	829	*	3.83	4.44	1.59	2.86	0.000732	0.00613	Distal Intergenic	4	122052564	122148621	96058	2	79931	uc021xrj.1	-24624	TNIP3
chr20	20340841	20341678	838	*	839	*	3.94	4.56	1.59	2.97	0.000732	0.00613	3' UTR	20	20348765	20351592	2828	1	3642	uc002wrx.3	-7087	INSM1
chr9	35116176	35117518	1343	*	1344	*	5.73	6.22	4.38	1.84	0.000734	0.00615	Promoter	9	35105938	35115893	9956	2	80256	uc010mkk.1	-283	ATOSB
chr1	206781341	206782017	677	*	678	*	3.8	4.41	1.5	2.91	0.000735	0.00615	Exon (uc001heh.2/1939, exon 4 of 15)	1	206764974	206785904	20931	2	1939	uc001heh.2	3887	EIF2D
chr5	158583421	158584412	992	*	993	*	4.22	4.81	2.17	2.64	0.000737	0.00617	Distal Intergenic	5	158584417	158634656	50240	2	153830	uc011ddy.2	50244	RNF145
chr2	231191683	231192621	939	*	940	*	3.56	4.21	0.87	3.33	0.000738	0.00617	Promoter	2	231191894	231268445	76552	1	93349	uc010fxm.1	0	SP140L
chr2	174074647	174075968	1322	*	1323	*	5.34	5.87	3.79	2.08	0.000741	0.00619	3' UTR	2	174062441	174146764	84324	2	339751	uc002uib.3	70796	MAP3K20-AS1
chr19	11184544	11185388	845	*	846	*	4.14	4.73	2.12	2.62	0.000741	0.00619	Distal Intergenic	19	11200038	11244505	44468	1	3949	uc002mqk.4	-14650	LDLR
chr3	119071580	119072635	1056	*	1057	*	4.05	4.64	2	2.64	0.000743	0.0062	Intron (uc003ecj.4/57514, intron 1 of 11)	3	119013220	119138323	125104	1	57514	uc003ecj.4	58360	ARHGAP31
chr2	111874402	111875173	772	*	773	*	4.74	5.3	2.94	2.36	0.000743	0.0062	Intron (uc010yxk.1/55289, intron 17 of 17)	2	111878491	111886423	7933	1	10018	uc002tgt.1	-3318	BCL2L11
chr2	46163402	46163898	497	*	498	*	3.29	3.94	0.42	3.53	0.000744	0.00621	Intron (uc002rut.3/5581, intron 2 of 14)	2	45903873	46072897	169025	1	5581	uc002ruu.3	259529	PRKCE
chr14	35141416	35142514	1099	*	1100	*	4.54	5.12	2.59	2.53	0.000744	0.00621	Distal Intergenic	14	35179588	35183023	3436	2	1073	uc001wsg.3	40509	CFL2
chr1	182931336	182932278	943	*	944	*	3.66	4.3	1.12	3.18	0.000745	0.00621	Distal Intergenic	1	182869000	182922553	53554	2	81626	uc010pnz.2	-8783	SHCBP1L
chr1	236615182	236615713	532	*	533	*	3.23	3.91	-0.26	4.18	0.000746	0.00621	Intron (uc001hxu.1/128178, intron 4 of 5)	1	236558716	236648008	89293	1	128178	uc001hxv.1	56466	EDARADD
chr7	37549482	37550091	610	*	611	*	3.47	4.11	0.87	3.23	0.000746	0.00621	Distal Intergenic	7	36892511	37488895	596385	2	9844	uc010kxg.2	-60587	ELMO1
chr15	92613237	92613884	648	*	649	*	3.24	3.92	-0.26	4.18	0.000746	0.00621	Intron (uc002bqx.2/28232, intron 2 of 9)	15	92397565	92706228	308664	1	28232	uc002bqz.1	215672	SLCO3A1
chr8	28692259	28693074	816	*	817	*	3.78	4.39	1.5	2.89	0.000749	0.00623	Exon (uc011lav.2/55756, exon 6 of 17)	8	28625175	28747432	122258	2	55756	uc011lav.2	54358	INTS9
chr3	46436686	46437596	911	*	912	*	4.25	4.84	2.22	2.62	0.00075	0.00624	Distal Intergenic	3	46448721	46451014	2294	1	9034	uc003cpp.4	-11125	CCRL2
chr5	10284017	10284704	688	*	689	*	4.68	5.23	2.91	2.33	0.00075	0.00624	Intron (uc003jes.3/134147, intron 4 of 5)	5	10277707	10308168	30462	2	134147	uc003jes.3	23464	CMBL
chr4	114468613	114469225	613	*	614	*	3.96	4.57	1.74	2.83	0.000752	0.00624	Exon (uc003ibo.4/817, exon 6 of 21)	4	114294441	114304896	10456	1	287	uc010ims.3	174172	ANK2
chr6	137456956	137457769	814	*	815	*	3.41	4.05	0.74	3.31	0.000752	0.00624	Distal Intergenic	6	137464957	137494785	29829	2	116379	uc003qhl.3	37016	IL22RA2
chr2	30934467	30935218	752	*	753	*	4.02	4.62	1.88	2.74	0.000753	0.00625	Distal Intergenic	2	30945638	30966445	20808	2	92291	uc002rnm.3	31227	CAPN13
chr1	36750762	36751868	1107	*	1108	*	4.51	5.1	2.5	2.6	0.000753	0.00625	Intron (uc001cae.4/9967, intron 3 of 11)	1	36771994	36787379	15386	1	79729	uc010oia.1	-20126	SH3D21
chr9	74653435	74654686	1252	*	1253	*	5.27	5.82	3.54	2.28	0.000754	0.00625	Distal Intergenic	9	74666297	74675521	9225	2	138240	uc004aip.3	20835	C9orf57
chr15	59539149	59540801	1653	*	1654	*	5.31	5.82	3.81	2.01	0.000754	0.00625	Intron (uc002aga.4/4643, intron 4 of 27)	15	59499015	59500785	1771	1	92483	uc002agb.4	40134	LDHAL6B
chr12	55582443	55583263	821	*	822	*	3.78	4.39	1.5	2.89	0.000754	0.00625	Distal Intergenic	12	55614809	55615759	951	1	121364	uc010spf.2	-31546	OR10A7
chr19	40283574	40284067	494	*	495	*	3.89	4.49	1.81	2.68	0.000755	0.00626	Distal Intergenic	19	40267234	40276775	9542	1	342900	uc010xvg.2	16340	LEUTX
chr3	188406367	188407294	928	*	929	*	3.53	4.2	0.42	3.78	0.000756	0.00626	Exon (uc021xiq.1/uc021xiq.1, exon 1 of 1)	3	188286786	188608460	321675	1	4026	uc011bsj.2	119581	LPP
chr1	42638360	42639694	1335	*	1336	*	5.21	5.76	3.5	2.26	0.000756	0.00626	Distal Intergenic	1	42628362	42630395	2034	2	2980	uc001chd.1	-7965	GUCA2A
chr10	23603284	23605239	1956	*	1957	*	5.68	6.2	4.14	2.06	0.000756	0.00626	Distal Intergenic	10	23605520	23633772	28253	2	256815	uc010qcx.2	28533	C10orf67
chr12	24877785	24879039	1255	*	1256	*	4.09	4.68	2	2.68	0.000756	0.00626	Distal Intergenic	12	24719898	24737102	17205	2	144360	uc001rgb.1	-140683	LINC00477
chr17	74393489	74395157	1669	*	1670	*	6.18	6.69	4.72	1.97	0.000757	0.00626	Promoter	17	74385613	74396002	10390	2	63893	uc002jrl.4	845	UBE2O
chr11	121526103	121527094	992	*	993	*	4.44	5.01	2.55	2.46	0.000758	0.00626	Distal Intergenic	11	121461128	121504471	43344	1	6653	uc010rzq.1	64975	SORL1
chr22	44476484	44478312	1829	*	1830	*	5.57	6.07	4.14	1.93	0.000758	0.00626	Intron (uc003bem.3/29780, intron 2 of 13)	22	44464997	44565112	100116	1	29780	uc003beo.3	11487	PARVB
chr11	61151898	61153935	2038	*	2039	*	6.17	6.7	4.54	2.16	0.000759	0.00626	Distal Intergenic	11	61159832	61166335	6504	1	51259	uc010rlj.2	-5897	TMEM216
chr7	12564116	12565250	1135	*	1136	*	5.04	5.62	3.12	2.51	0.000759	0.00626	Distal Intergenic	7	12610203	12693228	83026	1	85477	uc003ssn.4	-44953	SCIN
chr1	40869594	40871481	1888	*	1889	*	5.83	6.36	4.27	2.08	0.000759	0.00627	Intron (uc010ojh.2/64744, intron 1 of 7)	1	40862472	40888998	26527	1	64744	uc010oji.2	7122	SMAP2
